Id,Nome,Posi��o,Rating,Apari��es,Gols,Assist�ncias,G+A,Gols_Falta,Frequ�ncia_Marcando,Chutes_Totais,Chutes_no_Gols,Grandes_Chances_Perdidas,Grandes_Chances_Criadas,Passe_Certos,Passes_Chaves,Passes_Longos_Certos,Dribles_Certos,Carrinhos,Intercepta��es,Afastamentos,Posse_Perdida,Cart�es_Amarelos,Cart�es_Vermelhos,Gols_Penalti,Penaltis_Batidos,Penaltis_Sofridos,Porcentagem_Passes_Certos,Porcentagem_Dribles_Certos,Temporada,Liga
85859,Antoine Griezmann,F,7.047058824,35,9,4,13,0,284.5555556,55,23,8,8,914,35,31,20,33,12,19,302,2,0,0,0,0,81.8263205,58.82352941,19/20,La Liga
794927,Arthur,M,7.033333333,21,3,3,6,0,398,8,5,1,4,931,12,39,31,15,4,5,149,1,0,0,0,0,91.54375615,91.17647059,19/20,La Liga
123976,Sergi Roberto,D,6.986666667,30,1,2,3,0,2341,6,2,1,3,1848,25,34,17,35,33,33,261,7,0,0,0,0,91.75769613,65.38461538,19/20,La Liga
580550,Cl�ment Lenglet,D,6.985714286,28,2,1,3,0,1214,10,3,1,1,1976,6,107,5,44,35,74,183,7,2,0,0,0,92.3364486,50,19/20,La Liga
795222,Frenkie de Jong,M,6.979310345,29,2,2,4,0,1060.5,4,4,0,2,1502,25,60,46,26,21,9,214,1,1,0,0,0,91.80929095,80.70175439,19/20,La Liga
901842,Riqui Puig,M,6.927272727,11,0,2,2,0,0,8,5,1,3,382,10,16,12,11,5,1,58,1,0,0,0,0,90.52132701,92.30769231,19/20,La Liga
18342,Arturo Vidal,M,6.918181818,33,8,2,10,0,208125,25,14,5,6,1080,23,44,8,63,17,12,201,4,0,0,0,0,88.3797054,57.14285714,19/20,La Liga
88625,Marc-Andr� ter Stegen,G,6.894444444,36,0,2,2,0,0,0,0,0,2,1083,2,0,0,2,2,26,180,1,0,0,0,0,86.43256185,0,19/20,La Liga
7635,Ivan Rakiti?,M,6.89,31,1,3,4,0,1588,24,7,2,1,1307,18,54,10,27,15,16,215,5,0,0,0,0,90.0137741,58.82352941,19/20,La Liga
818244,Ousmane Demb�l�,F,6.88,5,1,0,1,0,358,5,2,2,1,184,8,13,14,2,0,0,102,1,1,0,0,0,77.96610169,46.66666667,19/20,La Liga
96547,Samuel Umtiti,D,6.869230769,13,0,0,0,0,0,0,0,0,0,740,0,26,8,11,22,32,72,6,0,0,0,0,92.15442092,80,19/20,La Liga
252821,N�lson Semedo,M,6.853125,32,1,2,3,0,2098,8,2,0,3,1326,12,52,48,51,22,22,278,2,0,0,0,2,89.47368421,70.58823529,19/20,La Liga
66471,Martin Braithwaite,F,6.785714286,35,7,2,9,0,334.7142857,55,26,10,5,344,17,8,43,15,5,9,274,4,0,0,1,0,70.63655031,69.35483871,19/20,La Liga
925097,Ronald Ara�jo,D,6.78,6,0,0,0,0,0,1,0,1,0,194,0,6,1,3,0,8,14,0,1,0,0,0,93.71980676,100,19/20,La Liga
914835,Junior Firpo,D,6.776470588,17,1,1,2,0,1022,4,1,0,0,657,10,12,9,23,17,9,116,5,0,0,0,0,88.78378378,52.94117647,19/20,La Liga
962883,Ansu Fati,F,6.725,24,7,1,8,0,149.1428571,33,12,6,3,430,18,4,25,16,8,2,185,2,1,0,0,0,85.65737052,47.16981132,19/20,La Liga
794950,Carles P�rez,F,6.68,10,1,2,3,0,481,14,6,2,0,223,7,2,8,7,1,1,93,0,0,0,0,0,83.52059925,47.05882353,19/20,La Liga
859767,Alex Collado,M,6.6,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,90,0,19/20,La Liga
945217,Jean-Clair Todibo,D,6.6,2,0,0,0,0,0,0,0,0,0,49,0,3,0,1,0,6,4,0,0,0,0,0,96.07843137,0,19/20,La Liga
84844,Neto,G,6.55,2,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,2,7,0,0,0,0,0,87.5,0,19/20,La Liga
12994,Lionel Messi,F,8.429411765,34,36,13,49,6,75.27777778,170,87,13,34,1487,93,115,134,12,3,0,675,3,0,4,5,0,81.2568306,59.82142857,18/19,La Liga
16943,Luis Su�rez,F,7.339393939,33,21,6,27,0,134.6190476,112,58,31,14,720,51,49,36,18,8,23,457,5,0,4,4,3,75.31380753,40,18/19,La Liga
818244,Ousmane Demb�l�,F,7.242857143,29,8,5,13,0,208875,39,17,3,6,734,45,28,68,23,5,2,379,1,0,0,0,0,80.65934066,61.26126126,18/19,La Liga
770,Gerard Piqu�,D,7.237142857,35,4,2,6,0,787.5,18,10,6,2,2184,6,149,12,42,36,148,241,6,0,0,0,1,91.38075314,85.71428571,18/19,La Liga
7635,Ivan Rakiti?,M,7.173529412,34,3,5,8,0,881,36,11,4,3,2318,17,155,19,30,51,26,315,5,1,0,0,0,91.43984221,63.33333333,18/19,La Liga
35199,Jordi Alba,D,7.055555556,36,2,8,10,0,1494,13,5,3,12,2019,48,72,16,42,60,56,475,6,0,0,0,1,85.55084746,72.72727273,18/19,La Liga
18342,Arturo Vidal,M,7.021212121,33,3,7,10,0,642.3333333,24,9,2,8,1334,22,54,5,78,29,20,223,7,0,0,0,0,88.99266177,62.5,18/19,La Liga
39433,Sergio Busquets,M,7.002857143,35,0,1,1,0,0,8,0,0,2,2147,15,150,9,90,54,20,298,10,0,0,0,0,89.68253968,60,18/19,La Liga
119159,Philippe Coutinho,M,7,34,5,2,7,0,405.2,68,32,9,8,1220,33,41,51,16,12,3,352,2,0,0,0,1,87.8962536,56.66666667,18/19,La Liga
123976,Sergi Roberto,D,6.982142857,29,0,7,7,0,0,9,1,0,6,1468,31,30,15,28,43,25,249,3,0,0,0,0,90.50554871,55.55555556,18/19,La Liga
580550,Cl�ment Lenglet,D,6.917391304,23,1,0,1,0,1935,6,2,3,0,1024,0,69,6,47,21,68,131,8,1,0,0,0,89.43231441,100,18/19,La Liga
945217,Jean-Clair Todibo,D,6.9,2,0,0,0,0,0,0,0,0,0,109,0,1,3,7,3,7,15,2,0,0,0,0,92.37288136,75,18/19,La Liga
88625,Marc-Andr� ter Stegen,G,6.9,35,0,0,0,0,0,0,0,0,0,737,0,0,1,0,2,13,154,0,0,0,0,0,83.18284424,100,18/19,La Liga
96547,Samuel Umtiti,D,6.871428571,14,0,1,1,0,0,2,0,0,1,839,1,31,4,8,18,27,58,4,0,0,0,0,94.48198198,80,18/19,La Liga
551772,Malcom,F,6.85,15,1,2,3,0,610,11,6,1,1,265,13,3,11,3,1,1,78,0,0,0,0,0,86.8852459,68.75,18/19,La Liga
252821,N�lson Semedo,M,6.832,26,1,0,1,0,1603,6,2,0,0,981,4,35,19,38,22,18,182,4,0,0,0,2,91.17100372,61.29032258,18/19,La Liga
794927,Arthur,M,6.825925926,27,0,1,1,0,0,6,4,0,3,1197,14,56,10,15,9,8,121,2,0,0,0,0,93.515625,58.82352941,18/19,La Liga
138383,Denis Su�rez,M,6.8,2,0,0,0,0,0,1,1,1,0,11,1,0,3,0,0,0,5,0,0,0,0,0,73.33333333,75,18/19,La Liga
158599,Jeison Murillo,D,6.8,3,0,0,0,0,0,1,1,0,0,132,0,17,0,4,2,11,14,0,0,0,0,0,92.95774648,0,18/19,La Liga
96367,Rafinha Alc�ntara,M,6.8,5,0,0,0,0,0,2,0,1,0,129,2,3,0,8,1,2,32,1,0,0,0,0,88.96551724,0,18/19,La Liga
794937,Carles Ale��,M,6.757142857,17,2,0,2,0,315.5,14,3,0,1,528,9,26,12,7,2,0,84,2,0,0,0,0,92.14659686,66.66666667,18/19,La Liga
826013,Abel Ru�z,F,6.7,1,0,0,0,0,0,1,1,1,0,8,1,0,2,1,0,0,4,0,0,0,0,0,80,100,18/19,La Liga
901842,Riqui Puig,M,6.65,2,0,0,0,0,0,0,0,0,1,106,2,4,0,3,0,1,16,0,0,0,0,0,92.17391304,0,18/19,La Liga
1954,Thomas Vermaelen,D,6.611111111,9,0,0,0,0,0,2,0,0,0,342,0,13,0,6,6,20,26,2,0,0,0,0,93.95604396,0,18/19,La Liga
794950,Carles P�rez,F,6.6,1,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,2,0,0,0,0,0,85.71428571,100,18/19,La Liga
796086,Moussa Wagu�,D,6.6,3,0,0,0,0,0,1,1,0,0,111,5,1,6,6,4,2,39,1,0,0,0,0,87.4015748,66.66666667,18/19,La Liga
123865,Jasper Cillessen,G,6.566666667,3,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,4,13,0,0,0,0,0,86.59793814,0,18/19,La Liga
8713,Kevin-Prince Boateng,M,6.533333333,3,0,0,0,0,0,3,1,1,0,46,2,0,0,3,1,4,35,1,0,0,0,0,76.66666667,0,18/19,La Liga
859767,Alex Collado,M,6.4,1,0,0,0,0,0,2,0,0,0,25,0,1,0,1,0,1,7,0,0,0,0,0,83.33333333,0,18/19,La Liga
12994,Lionel Messi,F,8.483333333,36,34,12,46,6,88.11764706,197,96,18,30,1529,89,75,185,17,7,0,693,3,0,2,4,0,81.20021243,71.9844358,17/18,La Liga
11378,Javier Mascherano,M,7.7,7,0,0,0,0,0,0,0,0,0,401,3,61,0,15,8,19,45,0,0,0,0,0,91.55251142,0,17/18,La Liga
123865,Jasper Cillessen,G,7.6,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,6,0,0,0,0,0,76.92307692,0,17/18,La Liga
16943,Luis Su�rez,F,7.509090909,33,25,12,37,0,115.96,121,56,24,19,810,58,45,39,17,8,31,458,8,0,1,1,1,76.85009488,37.86407767,17/18,La Liga
119159,Philippe Coutinho,M,7.466666667,18,8,5,13,0,162875,37,20,2,5,707,29,17,46,27,6,3,266,1,0,0,0,0,86.85503686,59.74025974,17/18,La Liga
35199,Jordi Alba,D,7.203030303,33,2,8,10,0,1372,15,5,4,9,1824,38,55,23,63,68,51,404,8,0,0,0,0,86.77450048,69.6969697,17/18,La Liga
7635,Ivan Rakiti?,M,7.197142857,35,1,5,6,0,2838,28,11,2,5,2253,31,143,26,52,44,14,358,4,0,0,0,0,90.3006012,76.47058824,17/18,La Liga
39433,Sergio Busquets,M,7.193548387,31,1,4,5,0,2600,5,4,0,2,2029,24,147,18,88,51,11,263,8,0,0,0,1,90.53993753,78.26086957,17/18,La Liga
770,Gerard Piqu�,D,7.173333333,30,2,0,2,0,1316.5,18,5,4,2,1657,6,143,13,31,30,124,225,9,0,0,0,1,89.42255801,81.25,17/18,La Liga
96547,Samuel Umtiti,D,7.148,25,1,0,1,0,2189,9,5,2,0,1475,1,74,8,50,37,71,169,7,0,0,0,0,91.16192831,72.72727273,17/18,La Liga
360396,Yerry Mina,D,7.14,5,0,1,1,0,0,3,1,0,0,225,3,13,1,10,6,16,21,2,0,0,0,0,92.59259259,100,17/18,La Liga
123976,Sergi Roberto,D,7.116666667,30,1,7,8,0,2224,8,4,0,8,1466,23,47,54,63,39,23,268,3,2,0,0,0,90.66171923,71.05263158,17/18,La Liga
3595,Andr�s Iniesta,M,7.05862069,30,1,2,3,0,1842,16,6,0,3,1341,18,98,63,28,10,9,285,1,0,0,0,0,88.22368421,81.81818182,17/18,La Liga
88625,Marc-Andr� ter Stegen,G,7.032432432,37,0,0,0,0,0,0,0,0,0,883,0,0,1,1,4,26,236,0,0,0,0,0,79.54954955,100,17/18,La Liga
96538,Lucas Digne,D,6.945454545,12,0,2,2,0,0,2,1,1,2,422,6,13,4,22,12,16,93,2,0,0,0,0,87.91666667,57.14285714,17/18,La Liga
818244,Ousmane Demb�l�,F,6.923529412,17,3,6,9,0,310,20,10,1,6,368,28,15,40,10,5,2,220,2,0,0,0,0,81.95991091,58.82352941,17/18,La Liga
1954,Thomas Vermaelen,D,6.921428571,14,0,1,1,0,0,3,2,0,1,601,3,48,1,13,18,28,53,3,0,0,0,0,93.32298137,50,17/18,La Liga
115183,Paulinho,M,6.863636364,34,9,2,11,0,215.4444444,45,22,11,5,1071,13,25,25,39,15,14,247,2,0,0,0,0,87.78688525,58.13953488,17/18,La Liga
96366,Paco Alc�cer,F,6.8625,17,4,3,7,0,173.5,15,7,3,3,183,10,2,3,4,11,3,77,0,0,0,0,0,82.06278027,30,17/18,La Liga
138383,Denis Su�rez,M,6.825,18,2,2,4,0,292,12,5,3,3,303,14,8,21,11,2,2,125,1,0,0,0,0,84.63687151,58.33333333,17/18,La Liga
96372,Gerard Deulofeu,F,6.82,10,1,1,2,0,503,8,4,1,3,223,10,10,7,8,8,0,103,1,0,0,0,0,81.09090909,33.33333333,17/18,La Liga
252821,N�lson Semedo,M,6.754545455,24,0,0,0,0,0,3,2,1,1,860,11,32,29,34,22,22,208,1,0,0,0,1,87.93456033,63.04347826,17/18,La Liga
41218,Aleix Vidal,D,6.661538462,15,1,1,2,0,453,8,6,3,3,198,4,8,3,6,9,1,93,0,0,0,0,0,77.95275591,30,17/18,La Liga
824130,Jos� Manuel Arn�iz,M,6.6,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,75,0,17/18,La Liga
235460,Andr� Gomes,M,6.46875,16,0,0,0,0,0,7,0,1,0,313,4,13,9,19,4,5,90,1,0,0,0,0,89.17378917,42.85714286,17/18,La Liga
12994,Lionel Messi,F,8.358823529,34,37,9,46,2,76.54054054,179,77,9,25,1320,83,92,126,23,7,1,312,6,0,6,7,0,80.19441069,61.46341463,16/17,La Liga
124712,Neymar,F,8.043333333,30,13,11,24,1,204,105,42,9,12,1165,94,67,168,40,10,2,356,6,1,1,1,3,76.54402102,61.99261993,16/17,La Liga
16943,Luis Su�rez,F,7.514285714,35,29,13,42,1,98.72413793,120,58,22,15,653,62,31,34,17,11,26,195,8,0,0,0,2,74.79954181,36.55913978,16/17,La Liga
41218,Aleix Vidal,D,7.283333333,6,2,2,4,0,236,9,4,0,2,257,5,15,5,8,8,5,0,0,0,0,0,0,82.37179487,50,16/17,La Liga
770,Gerard Piqu�,D,7.264,25,2,0,2,0,1096,20,8,5,1,1566,3,159,10,43,38,104,94,6,0,0,0,0,90.15544041,83.33333333,16/17,La Liga
11378,Javier Mascherano,M,7.22,25,1,3,4,0,1917,10,2,1,5,1534,16,181,3,56,43,37,92,6,0,1,1,0,91.03857567,60,16/17,La Liga
331853,Marlon,D,7.15,2,0,0,0,0,0,0,0,0,0,170,0,15,1,3,3,5,8,0,0,0,0,0,95.50561798,100,16/17,La Liga
3595,Andr�s Iniesta,M,7.126086957,23,0,3,3,0,0,18,8,1,7,1008,26,80,33,30,12,6,108,2,0,0,0,0,88.88888889,80.48780488,16/17,La Liga
96547,Samuel Umtiti,D,7.12,25,1,0,1,0,2133,6,2,0,0,1586,0,126,8,28,47,68,69,4,0,0,0,0,92.91154071,80,16/17,La Liga
7635,Ivan Rakiti?,M,7.103125,32,8,5,13,0,293,48,17,1,3,1333,26,85,23,52,34,12,192,5,0,0,0,0,85.83386993,60.52631579,16/17,La Liga
96367,Rafinha Alc�ntara,M,7.066666667,18,6,2,8,0,179.5,25,10,0,3,489,14,17,12,28,12,2,34,1,0,0,0,0,92.61363636,46.15384615,16/17,La Liga
5702,Arda Turan,M,7.038888889,18,3,3,6,0,414.6666667,14,5,3,3,616,29,21,21,33,12,5,25,1,0,0,0,0,87.12871287,60,16/17,La Liga
39433,Sergio Busquets,M,7.015151515,33,0,3,3,0,0,4,0,0,0,1971,14,139,18,84,47,20,159,9,0,0,0,0,89.87688098,85.71428571,16/17,La Liga
88625,Marc-Andr� ter Stegen,G,7.013888889,36,0,0,0,0,0,0,0,0,0,973,0,0,1,0,2,16,102,1,0,0,0,0,81.21869783,100,16/17,La Liga
3179,J�r�my Mathieu,D,7.007692308,13,1,0,1,0,1039,5,1,1,0,684,2,55,2,16,15,31,20,0,0,0,0,0,88.25806452,66.66666667,16/17,La Liga
123976,Sergi Roberto,D,6.99375,32,0,6,6,0,0,16,5,0,3,1384,35,57,39,64,48,29,131,5,0,0,0,0,88.04071247,72.22222222,16/17,La Liga
35199,Jordi Alba,D,6.915384615,26,1,6,7,0,1965,6,1,0,5,1310,24,47,8,32,30,43,115,4,0,0,0,1,88.75338753,53.33333333,16/17,La Liga
96366,Paco Alc�cer,F,6.90952381,21,6,3,9,0,156.5,27,16,4,5,167,12,10,2,5,6,3,38,1,0,0,0,0,79.52380952,50,16/17,La Liga
96538,Lucas Digne,D,6.858823529,17,0,0,0,0,0,5,1,1,1,736,10,22,15,29,20,22,47,3,0,0,0,0,87.30723606,57.69230769,16/17,La Liga
235460,Andr� Gomes,M,6.706666667,30,3,1,4,0,530.3333333,19,7,1,1,866,12,46,18,33,11,12,96,3,0,0,0,1,88.09766022,54.54545455,16/17,La Liga
138383,Denis Su�rez,M,6.688461538,26,1,3,4,0,1181,14,7,1,3,615,16,24,13,18,9,4,74,1,0,0,0,1,86.01398601,44.82758621,16/17,La Liga
794937,Carles Ale��,M,6.6,3,0,0,0,0,0,1,0,0,0,30,0,2,1,0,1,0,7,1,0,0,0,0,90.90909091,100,16/17,La Liga
123865,Jasper Cillessen,G,6.4,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,100,0,16/17,La Liga
13249,Claudio Bravo,G,6,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,93.75,0,16/17,La Liga
